doid_id	drugbank_id	disease	drug	category	n_curators	n_resources	compound_id	disease_id
DOID:1686	DB01085	glaucoma	Pilocarpine	DM	2	2	Q411461	Q159701
DOID:1686	DB00373	glaucoma	Timolol	DM	3	2	Q413994	Q159701
DOID:1686	DB00287	glaucoma	Travoprost	DM	2	4	Q2193376	Q159701
DOID:1686	DB00668	glaucoma	Epinephrine	SYM	2	3	Q132621	Q159701
DOID:1686	DB00742	glaucoma	Mannitol	SYM	2	1	Q407646	Q159701
DOID:1686	DB00305	glaucoma	Mitomycin	NOT	2	1	Q19856779	Q159701
DOID:1686	DB00388	glaucoma	Phenylephrine	NOT	3	2	Q421910	Q159701
DOID:13189	DB00437	gout	Allopurinol	DM	3	2	Q412486	Q133087
DOID:13189	DB01394	gout	Colchicine	DM	2	3	Q326224	Q133087
DOID:13189	DB00741	gout	Hydrocortisone	DM	1	1	Q190875	Q133087
DOID:13189	DB00328	gout	Indomethacin	DM	1	2	Q409231	Q133087
DOID:13189	DB00959	gout	Methylprednisolone	DM	1	1	Q417222	Q133087
DOID:13189	DB00788	gout	Naproxen	DM	1	2	Q1215575	Q133087
DOID:13189	DB00860	gout	Prednisolone	DM	2	2	Q11426176	Q133087
DOID:13189	DB00635	gout	Prednisone	DM	2	2	Q424972	Q133087
DOID:13189	DB01032	gout	Probenecid	DM	3	3	Q900898	Q133087
DOID:13189	DB00945	gout	Acetylsalicylic acid	SYM	2	1	Q18216	Q133087
DOID:11934	DB01248	head and neck cancer	Docetaxel	DM	3	1	Q420436	Q1783924
DOID:11934	DB00544	head and neck cancer	Fluorouracil	DM	3	1	Q238512	Q1783924
DOID:11934	DB01005	head and neck cancer	Hydroxyurea	DM	3	1	Q212272	Q1783924
DOID:11934	DB00570	head and neck cancer	Vinblastine	DM	3	1	Q282629	Q1783924
DOID:11934	DB01085	head and neck cancer	Pilocarpine	SYM	3	1	Q411461	Q1783924
DOID:2531	DB00523	hematologic cancer	Alitretinoin	DM	2	1	Q3611854	Q18975047
DOID:2531	DB00261	hematologic cancer	Anagrelide	DM	3	1	Q408163	Q18975047
DOID:2531	DB00443	hematologic cancer	Betamethasone	DM	1	2	Q416132	Q18975047
DOID:2531	DB00307	hematologic cancer	Bexarotene	DM	3	2	Q418192	Q18975047
DOID:2531	DB00290	hematologic cancer	Bleomycin	DM	3	1	Q415571	Q18975047
DOID:2531	DB00188	hematologic cancer	Bortezomib	DM	3	3	Q419319	Q18975047
DOID:2531	DB01008	hematologic cancer	Busulfan	DM	3	2	Q348922	Q18975047
DOID:2531	DB00262	hematologic cancer	Carmustine	DM	3	2	Q415869	Q18975047
DOID:2531	DB00291	hematologic cancer	Chlorambucil	DM	3	1	Q415939	Q18975047
DOID:2531	DB00515	hematologic cancer	Cisplatin	DM	3	1	Q412415	Q18975047
DOID:2531	DB00242	hematologic cancer	Cladribine	DM	3	2	Q414030	Q18975047
DOID:2531	DB00631	hematologic cancer	Clofarabine	DM	3	2	Q5134875	Q18975047
DOID:2531	DB00987	hematologic cancer	Cytarabine	DM	3	2	Q180983	Q18975047
DOID:2531	DB00851	hematologic cancer	Dacarbazine	DM	3	2	Q416975	Q18975047
DOID:2531	DB01254	hematologic cancer	Dasatinib	DM	3	3	Q419940	Q18975047
DOID:2531	DB00694	hematologic cancer	Daunorubicin	DM	3	2	Q411659	Q18975047
DOID:2531	DB01234	hematologic cancer	Dexamethasone	DM	1	3	Q422252	Q18975047
DOID:2531	DB00997	hematologic cancer	Doxorubicin	DM	3	2	Q18936	Q18975047
DOID:2531	DB00445	hematologic cancer	Epirubicin	DM	3	1	Q425122	Q18975047
DOID:2531	DB00773	hematologic cancer	Etoposide	DM	3	2	Q418817	Q18975047
DOID:2531	DB01073	hematologic cancer	Fludarabine	DM	3	2	Q185916	Q18975047
DOID:2531	DB00441	hematologic cancer	Gemcitabine	DM	2	1	Q414143	Q18975047
DOID:2531	DB01005	hematologic cancer	Hydroxyurea	DM	3	2	Q212272	Q18975047
DOID:2531	DB01177	hematologic cancer	Idarubicin	DM	3	2	Q1063862	Q18975047
DOID:2531	DB01181	hematologic cancer	Ifosfamide	DM	3	1	Q418560	Q18975047
DOID:2531	DB00619	hematologic cancer	Imatinib	DM	3	3	Q177094	Q18975047
DOID:2531	DB00762	hematologic cancer	Irinotecan	DM	2	2	Q412197	Q18975047
DOID:2531	DB00480	hematologic cancer	Lenalidomide	DM	3	1	Q425681	Q18975047
DOID:2531	DB01206	hematologic cancer	Lomustine	DM	3	1	Q415378	Q18975047
DOID:2531	DB00888	hematologic cancer	Mechlorethamine	DM	3	1	Q418011	Q18975047
DOID:2531	DB01042	hematologic cancer	Melphalan	DM	3	2	Q2298283	Q18975047
DOID:2531	DB01033	hematologic cancer	Mercaptopurine	DM	3	2	Q418529	Q18975047
DOID:2531	DB00563	hematologic cancer	Methotrexate	DM	3	3	Q422232	Q18975047
DOID:2531	DB00553	hematologic cancer	Methoxsalen	DM	3	1	Q408570	Q18975047
DOID:2531	DB01204	hematologic cancer	Mitoxantrone	DM	2	2	Q239426	Q18975047
DOID:2531	DB01280	hematologic cancer	Nelarabine	DM	3	1	Q1216264	Q18975047
DOID:2531	DB04868	hematologic cancer	Nilotinib	DM	3	1	Q412327	Q18975047
DOID:2531	DB00552	hematologic cancer	Pentostatin	DM	3	1	Q425470	Q18975047
DOID:2531	DB00860	hematologic cancer	Prednisolone	DM	1	2	Q11426176	Q18975047
DOID:2531	DB00635	hematologic cancer	Prednisone	DM	1	3	Q424972	Q18975047
DOID:2531	DB01168	hematologic cancer	Procarbazine	DM	3	1	Q418656	Q18975047
DOID:2531	DB08877	hematologic cancer	Ruxolitinib	DM	3	1	Q7383611	Q18975047
DOID:2531	DB00444	hematologic cancer	Teniposide	DM	3	2	Q417555	Q18975047
DOID:2531	DB01041	hematologic cancer	Thalidomide	DM	3	1	Q203174	Q18975047
DOID:2531	DB04572	hematologic cancer	Thiotepa	DM	3	1	Q416507	Q18975047
DOID:2531	DB00352	hematologic cancer	Tioguanine	DM	3	1	Q385347	Q18975047
DOID:2531	DB00620	hematologic cancer	Triamcinolone	DM	1	2	Q1074056	Q18975047
DOID:2531	DB00570	hematologic cancer	Vinblastine	DM	3	2	Q282629	Q18975047
DOID:2531	DB00541	hematologic cancer	Vincristine	DM	3	2	Q408977	Q18975047
DOID:2531	DB00361	hematologic cancer	Vinorelbine	DM	2	2	Q420532	Q18975047
DOID:2531	DB02546	hematologic cancer	Vorinostat	DM	3	2	Q905901	Q18975047
DOID:2531	DB00482	hematologic cancer	Celecoxib	SYM	2	1	Q408801	Q18975047
DOID:2531	DB00959	hematologic cancer	Methylprednisolone	SYM	3	1	Q417222	Q18975047
DOID:2531	DB00437	hematologic cancer	Allopurinol	NOT	3	1	Q412486	Q18975047
DOID:2531	DB00982	hematologic cancer	Isotretinoin	NOT	3	2	Q287029	Q18975047
DOID:2531	DB00282	hematologic cancer	Pamidronate	NOT	2	2	Q627499	Q18975047
DOID:2531	DB06809	hematologic cancer	Plerixafor	NOT	2	1	Q905835	Q18975047
DOID:2531	DB00428	hematologic cancer	Streptozocin	NOT	2	1	Q257331	Q18975047
DOID:2531	DB00755	hematologic cancer	Tretinoin	NOT	2	1	Q29417	Q18975047
DOID:2531	DB00399	hematologic cancer	Zoledronate	NOT	2	3	Q218507	Q18975047
DOID:2043	DB00718	hepatitis B	Adefovir Dipivoxil	DM	3	1	Q28851735	Q6853
DOID:2043	DB00442	hepatitis B	Entecavir	DM	3	1	Q418586	Q6853
DOID:2043	DB00709	hepatitis B	Lamivudine	DM	3	1	Q422631	Q6853
DOID:2043	DB01265	hepatitis B	Telbivudine	DM	3	1	Q413621	Q6853
DOID:10763	DB01193	hypertension	Acebutolol	DM	2	1	Q418857	Q41861
DOID:10763	DB00594	hypertension	Amiloride	DM	2	3	Q419995	Q41861
DOID:10763	DB00381	hypertension	Amlodipine	DM	3	1	Q411347	Q41861
DOID:10763	DB01076	hypertension	Atorvastatin	DM	3	1	Q668093	Q41861
DOID:10763	DB00542	hypertension	Benazepril	DM	2	4	Q592802	Q41861
DOID:10763	DB00436	hypertension	Bendroflumethiazide	DM	3	1	Q1169164	Q41861
DOID:10763	DB01244	hypertension	Bepridil	DM	1	1	Q4890934	Q41861
DOID:10763	DB00195	hypertension	Betaxolol	DM	2	1	Q794162	Q41861
DOID:10763	DB00887	hypertension	Bumetanide	DM	2	2	Q275926	Q41861
DOID:10763	DB00796	hypertension	Candesartan	DM	3	4	Q415970	Q41861
DOID:10763	DB01197	hypertension	Captopril	DM	3	4	Q421119	Q41861
DOID:10763	DB01136	hypertension	Carvedilol	DM	2	1	Q412534	Q41861
DOID:10763	DB00880	hypertension	Chlorothiazide	DM	3	2	Q2603363	Q41861
DOID:10763	DB00310	hypertension	Chlorthalidone	DM	3	1	Q425289	Q41861
DOID:10763	DB00575	hypertension	Clonidine	DM	2	4	Q412221	Q41861
DOID:10763	DB00343	hypertension	Diltiazem	DM	2	4	Q422229	Q41861
DOID:10763	DB00590	hypertension	Doxazosin	DM	2	1	Q419939	Q41861
DOID:10763	DB00584	hypertension	Enalapril	DM	3	4	Q422185	Q41861
DOID:10763	DB00700	hypertension	Eplerenone	DM	2	3	Q15708274	Q41861
DOID:10763	DB00876	hypertension	Eprosartan	DM	3	2	Q784717	Q41861
DOID:10763	DB00187	hypertension	Esmolol	DM	2	1	Q418139	Q41861
DOID:10763	DB00903	hypertension	Ethacrynic acid	DM	1	2	Q418571	Q41861
DOID:10763	DB01023	hypertension	Felodipine	DM	2	1	Q420644	Q41861
DOID:10763	DB00800	hypertension	Fenoldopam	DM	2	1	Q2357007	Q41861
DOID:10763	DB00492	hypertension	Fosinopril	DM	3	4	Q425293	Q41861
DOID:10763	DB00695	hypertension	Furosemide	DM	1	4	Q388801	Q41861
DOID:10763	DB00629	hypertension	Guanabenz	DM	3	1	Q5613542	Q41861
DOID:10763	DB00226	hypertension	Guanadrel	DM	3	1	Q5613557	Q41861
DOID:10763	DB01170	hypertension	Guanethidine	DM	3	1	Q420673	Q41861
DOID:10763	DB01018	hypertension	Guanfacine	DM	3	4	Q5613599	Q41861
DOID:10763	DB01275	hypertension	Hydralazine	DM	2	4	Q419987	Q41861
DOID:10763	DB00999	hypertension	Hydrochlorothiazide	DM	2	4	Q423930	Q41861
DOID:10763	DB00774	hypertension	Hydroflumethiazide	DM	1	1	Q3791957	Q41861
DOID:10763	DB00808	hypertension	Indapamide	DM	2	1	Q1078392	Q41861
DOID:10763	DB01029	hypertension	Irbesartan	DM	3	4	Q947266	Q41861
DOID:10763	DB00270	hypertension	Isradipine	DM	2	1	Q414873	Q41861
DOID:10763	DB00598	hypertension	Labetalol	DM	3	1	Q958087	Q41861
DOID:10763	DB00722	hypertension	Lisinopril	DM	3	4	Q412208	Q41861
DOID:10763	DB00678	hypertension	Losartan	DM	3	4	Q410074	Q41861
DOID:10763	DB00657	hypertension	Mecamylamine	DM	1	1	Q3332124	Q41861
DOID:10763	DB00968	hypertension	Methyldopa	DM	2	4	Q412621	Q41861
DOID:10763	DB00524	hypertension	Metolazone	DM	2	1	Q1169561	Q41861
DOID:10763	DB00264	hypertension	Metoprolol	DM	2	1	Q409468	Q41861
DOID:10763	DB00350	hypertension	Minoxidil	DM	1	4	Q424165	Q41861
DOID:10763	DB00691	hypertension	Moexipril	DM	3	2	Q2291605	Q41861
DOID:10763	DB01203	hypertension	Nadolol	DM	2	1	Q424952	Q41861
DOID:10763	DB04861	hypertension	Nebivolol	DM	3	1	Q418130	Q41861
DOID:10763	DB00622	hypertension	Nicardipine	DM	1	1	Q729213	Q41861
DOID:10763	DB01115	hypertension	Nifedipine	DM	2	4	Q39111	Q41861
DOID:10763	DB00401	hypertension	Nisoldipine	DM	2	1	Q3342150	Q41861
DOID:10763	DB00275	hypertension	Olmesartan	DM	3	4	Q421156	Q41861
DOID:10763	DB01359	hypertension	Penbutolol	DM	2	2	Q944244	Q41861
DOID:10763	DB00790	hypertension	Perindopril	DM	3	2	Q277785	Q41861
DOID:10763	DB00960	hypertension	Pindolol	DM	2	1	Q418101	Q41861
DOID:10763	DB00457	hypertension	Prazosin	DM	2	3	Q425296	Q41861
DOID:10763	DB00571	hypertension	Propranolol	DM	2	1	Q423364	Q41861
DOID:10763	DB00881	hypertension	Quinapril	DM	2	4	Q596022	Q41861
DOID:10763	DB00178	hypertension	Ramipril	DM	3	4	Q412666	Q41861
DOID:10763	DB00206	hypertension	Reserpine	DM	1	2	Q407841	Q41861
DOID:10763	DB00421	hypertension	Spironolactone	DM	1	4	Q422188	Q41861
DOID:10763	DB00966	hypertension	Telmisartan	DM	3	4	Q733186	Q41861
DOID:10763	DB01162	hypertension	Terazosin	DM	2	1	Q280786	Q41861
DOID:10763	DB00373	hypertension	Timolol	DM	2	2	Q413994	Q41861
DOID:10763	DB00214	hypertension	Torasemide	DM	1	3	Q419948	Q41861
DOID:10763	DB00519	hypertension	Trandolapril	DM	3	2	Q929420	Q41861
DOID:10763	DB00384	hypertension	Triamterene	DM	2	1	Q221520	Q41861
DOID:10763	DB00177	hypertension	Valsartan	DM	3	4	Q155472	Q41861
DOID:10763	DB00661	hypertension	Verapamil	DM	2	1	Q410291	Q41861
DOID:10763	DB01119	hypertension	Diazoxide	SYM	3	1	Q420009	Q41861
DOID:10763	DB00692	hypertension	Phentolamine	SYM	3	2	Q420360	Q41861
DOID:10763	DB00945	hypertension	Acetylsalicylic acid	NOT	3	2	Q18216	Q41861
DOID:10763	DB00770	hypertension	Alprostadil	NOT	3	1	Q579348	Q41861
DOID:10763	DB01118	hypertension	Amiodarone	NOT	2	1	Q410061	Q41861
DOID:10763	DB00443	hypertension	Betamethasone	NOT	3	1	Q416132	Q41861
DOID:10763	DB00905	hypertension	Bimatoprost	NOT	2	1	Q2393348	Q41861
DOID:10763	DB00559	hypertension	Bosentan	NOT	1	3	Q419769	Q41861
DOID:10763	DB00484	hypertension	Brimonidine	NOT	3	1	Q577377	Q41861
DOID:10763	DB01194	hypertension	Brinzolamide	NOT	3	1	Q411517	Q41861
DOID:10763	DB00521	hypertension	Carteolol	NOT	2	1	Q546434	Q41861
DOID:10763	DB00758	hypertension	Clopidogrel	NOT	3	1	Q410237	Q41861
DOID:10763	DB01189	hypertension	Desflurane	NOT	3	1	Q419383	Q41861
DOID:10763	DB01234	hypertension	Dexamethasone	NOT	3	1	Q422252	Q41861
DOID:10763	DB00449	hypertension	Dipivefrin	NOT	3	1	Q905952	Q41861
DOID:10763	DB00988	hypertension	Dopamine	NOT	2	1	Q170304	Q41861
DOID:10763	DB00869	hypertension	Dorzolamide	NOT	3	1	Q415401	Q41861
DOID:10763	DB01240	hypertension	Epoprostenol	NOT	3	2	Q9254396	Q41861
DOID:10763	DB01088	hypertension	Iloprost	NOT	1	1	Q20817139	Q41861
DOID:10763	DB00883	hypertension	Isosorbide Dinitrate	NOT	2	2	Q179748	Q41861
DOID:10763	DB00654	hypertension	Latanoprost	NOT	2	1	Q634959	Q41861
DOID:10763	DB01210	hypertension	Levobunolol	NOT	2	1	Q408556	Q41861
DOID:10763	DB00227	hypertension	Lovastatin	NOT	3	1	Q417740	Q41861
DOID:10763	DB00653	hypertension	Magnesium Sulfate	NOT	3	1	Q288266	Q41861
DOID:10763	DB00765	hypertension	Metyrosine	NOT	3	1	Q6824116	Q41861
DOID:10763	DB00218	hypertension	Moxifloxacin	NOT	2	1	Q424940	Q41861
DOID:10763	DB00435	hypertension	Nitric Oxide	NOT	1	1	Q207843	Q41861
DOID:10763	DB00727	hypertension	Nitroglycerin	NOT	1	3	Q162867	Q41861
DOID:10763	DB00325	hypertension	Nitroprusside	NOT	1	1	Q420031	Q41861
DOID:10763	DB01083	hypertension	Orlistat	NOT	2	1	Q424163	Q41861
DOID:10763	DB01174	hypertension	Phenobarbital	NOT	3	1	Q407241	Q41861
DOID:10763	DB01085	hypertension	Pilocarpine	NOT	3	1	Q411461	Q41861
DOID:10763	DB00761	hypertension	Potassium Chloride	NOT	3	1	Q184630	Q41861
DOID:10763	DB01346	hypertension	Quinidine barbiturate	NOT	3	1	Q20817191	Q41861
DOID:10763	DB01001	hypertension	Salbutamol	NOT	3	1	Q410358	Q41861
DOID:10763	DB00203	hypertension	Sildenafil	NOT	2	3	Q191521	Q41861
DOID:10763	DB00641	hypertension	Simvastatin	NOT	3	1	Q670131	Q41861
DOID:10763	DB00364	hypertension	Sucralfate	NOT	3	1	Q420394	Q41861
DOID:10763	DB00820	hypertension	Tadalafil	NOT	1	3	Q424156	Q41861
DOID:10763	DB00797	hypertension	Tolazoline	NOT	2	1	Q413772	Q41861
DOID:10763	DB00287	hypertension	Travoprost	NOT	3	1	Q2193376	Q41861
DOID:10763	DB00374	hypertension	Treprostinil	NOT	2	3	Q3495231	Q41861
DOID:10763	DB05389	hypertension	WF10	NOT	3	1	Q15410177	Q41861
DOID:1459	DB00509	hypothyroidism	Dextrothyroxine	DM	2	2	Q5268499	Q16501
DOID:1459	DB00451	hypothyroidism	Levothyroxine	DM	3	3	Q773449	Q16501
DOID:1459	DB00279	hypothyroidism	Liothyronine	DM	3	4	Q327362	Q16501
DOID:1459	DB01583	hypothyroidism	Liotrix	DM	3	3	Q6556102	Q16501
DOID:0050156	DB00860	idiopathic pulmonary fibrosis	Prednisolone	SYM	3	1	Q11426176	Q2290446
DOID:263	DB01101	kidney cancer	Capecitabine	DM	2	1	Q420207	Q3242950
DOID:263	DB00970	kidney cancer	Dactinomycin	DM	3	1	Q186127	Q3242950
DOID:263	DB00997	kidney cancer	Doxorubicin	DM	3	1	Q18936	Q3242950
DOID:263	DB00530	kidney cancer	Erlotinib	DM	3	1	Q418369	Q3242950
DOID:263	DB01590	kidney cancer	Everolimus	DM	3	3	Q421052	Q3242950
DOID:263	DB00441	kidney cancer	Gemcitabine	DM	3	1	Q414143	Q3242950
DOID:263	DB01229	kidney cancer	Paclitaxel	DM	3	1	Q423762	Q3242950
DOID:263	DB06589	kidney cancer	Pazopanib	DM	3	2	Q7157043	Q3242950
DOID:263	DB00398	kidney cancer	Sorafenib	DM	3	4	Q421136	Q3242950
DOID:263	DB01268	kidney cancer	Sunitinib	DM	3	4	Q417542	Q3242950
DOID:263	DB06287	kidney cancer	Temsirolimus	DM	3	2	Q7699074	Q3242950
DOID:263	DB00570	kidney cancer	Vinblastine	DM	3	1	Q282629	Q3242950
DOID:263	DB00541	kidney cancer	Vincristine	DM	3	2	Q408977	Q3242950
DOID:263	DB00443	kidney cancer	Betamethasone	SYM	3	1	Q416132	Q3242950
DOID:263	DB00482	kidney cancer	Celecoxib	SYM	2	1	Q408801	Q3242950
DOID:263	DB01234	kidney cancer	Dexamethasone	SYM	2	1	Q422252	Q3242950
DOID:263	DB00736	kidney cancer	Esomeprazole	SYM	2	1	Q553223	Q3242950
DOID:263	DB00741	kidney cancer	Hydrocortisone	SYM	2	1	Q190875	Q3242950
DOID:263	DB00338	kidney cancer	Omeprazole	SYM	1	1	Q422210	Q3242950
DOID:263	DB00758	kidney cancer	Clopidogrel	NOT	3	1	Q410237	Q3242950
DOID:263	DB00996	kidney cancer	Gabapentin	NOT	3	1	Q410352	Q3242950
DOID:263	DB01005	kidney cancer	Hydroxyurea	NOT	2	2	Q212272	Q3242950
DOID:263	DB00722	kidney cancer	Lisinopril	NOT	3	1	Q412208	Q3242950
DOID:263	DB01206	kidney cancer	Lomustine	NOT	2	1	Q415378	Q3242950
DOID:263	DB00603	kidney cancer	Medroxyprogesterone Acetate	NOT	3	2	Q2823834	Q3242950
DOID:263	DB01065	kidney cancer	Melatonin	NOT	3	1	Q180912	Q3242950
DOID:263	DB00331	kidney cancer	Metformin	NOT	2	1	Q19484	Q3242950
DOID:263	DB00399	kidney cancer	Zoledronate	NOT	2	1	Q218507	Q3242950
DOID:1024	DB00250	leprosy	Dapsone	DM	3	2	Q422226	Q36956
DOID:1024	DB01045	leprosy	Rifampicin	DM	3	2	Q422652	Q36956
DOID:1024	DB01041	leprosy	Thalidomide	DM	2	1	Q203174	Q36956
DOID:3571	DB00997	liver cancer	Doxorubicin	DM	3	1	Q18936	Q623031
DOID:3571	DB00445	liver cancer	Epirubicin	DM	3	1	Q425122	Q623031
DOID:3571	DB00398	liver cancer	Sorafenib	DM	3	3	Q421136	Q623031
DOID:3571	DB00331	liver cancer	Metformin	NOT	2	1	Q19484	Q623031
DOID:1324	DB00515	lung cancer	Cisplatin	DM	3	1	Q412415	Q47912
DOID:1324	DB08865	lung cancer	Crizotinib	DM	3	1		Q47912
DOID:1324	DB01248	lung cancer	Docetaxel	DM	3	2	Q420436	Q47912
DOID:1324	DB00997	lung cancer	Doxorubicin	DM	3	1	Q18936	Q47912
DOID:1324	DB00530	lung cancer	Erlotinib	DM	3	2	Q418369	Q47912
DOID:1324	DB00773	lung cancer	Etoposide	DM	3	2	Q418817	Q47912
DOID:1324	DB00317	lung cancer	Gefitinib	DM	3	1	Q417824	Q47912
DOID:1324	DB00441	lung cancer	Gemcitabine	DM	3	1	Q414143	Q47912
DOID:1324	DB00762	lung cancer	Irinotecan	DM	3	1	Q412197	Q47912
DOID:1324	DB00563	lung cancer	Methotrexate	DM	3	1	Q422232	Q47912
DOID:1324	DB01229	lung cancer	Paclitaxel	DM	3	2	Q423762	Q47912
DOID:1324	DB00642	lung cancer	Pemetrexed	DM	3	2	Q415220	Q47912
DOID:1324	DB00444	lung cancer	Teniposide	DM	3	1	Q417555	Q47912
DOID:1324	DB01030	lung cancer	Topotecan	DM	3	2	Q419953	Q47912
DOID:1324	DB00570	lung cancer	Vinblastine	DM	3	1	Q282629	Q47912
DOID:1324	DB00361	lung cancer	Vinorelbine	DM	3	1	Q420532	Q47912
DOID:1324	DB00813	lung cancer	Fentanyl	SYM	3	1	Q407541	Q47912
DOID:1324	DB00158	lung cancer	Folic Acid	NOT	3	1	Q127060	Q47912
DOID:1324	DB01005	lung cancer	Hydroxyurea	NOT	2	1	Q212272	Q47912
DOID:1324	DB01168	lung cancer	Procarbazine	NOT	3	1	Q418656	Q47912
DOID:0060073	DB00290	lymphatic system cancer	Bleomycin	DM	3	1	Q415571	Q18553634
DOID:0060073	DB00262	lymphatic system cancer	Carmustine	DM	3	1	Q415869	Q18553634
DOID:0060073	DB00987	lymphatic system cancer	Cytarabine	DM	3	1	Q180983	Q18553634
DOID:0060073	DB01073	lymphatic system cancer	Fludarabine	DM	3	1	Q185916	Q18553634
DOID:0060073	DB00888	lymphatic system cancer	Mechlorethamine	DM	3	1	Q418011	Q18553634
DOID:0060073	DB00563	lymphatic system cancer	Methotrexate	DM	3	1	Q422232	Q18553634
DOID:0060073	DB01204	lymphatic system cancer	Mitoxantrone	DM	2	1	Q239426	Q18553634
DOID:0060073	DB00444	lymphatic system cancer	Teniposide	DM	3	1	Q417555	Q18553634
DOID:0060073	DB00541	lymphatic system cancer	Vincristine	DM	3	1	Q408977	Q18553634
DOID:12365	DB06697	malaria	Artemether	DM	3	1	Q416199	Q12156
DOID:12365	DB01190	malaria	Clindamycin	DM	3	1	Q422273	Q12156
DOID:12365	DB00250	malaria	Dapsone	DM	3	1	Q422226	Q12156
DOID:12365	DB00254	malaria	Doxycycline	DM	2	1	Q422442	Q12156
DOID:12365	DB00806	malaria	Pentoxifylline	DM	2	1	Q416331	Q12156
DOID:12365	DB01131	malaria	Proguanil	DM	3	1	Q420607	Q12156
DOID:12365	DB00205	malaria	Pyrimethamine	DM	3	1	Q421072	Q12156
DOID:12365	DB00908	malaria	Quinidine	DM	2	2	Q412496	Q12156
DOID:12365	DB01346	malaria	Quinidine barbiturate	DM	2	2	Q20817191	Q12156
DOID:12365	DB00468	malaria	Quinine	DM	3	2	Q189522	Q12156
DOID:12365	DB00359	malaria	Sulfadiazine	DM	1	1	Q2555060	Q12156
DOID:3070	DB00262	malignant glioma	Carmustine	DM	3	2	Q415869	Q1365309
DOID:3070	DB00853	malignant glioma	Temozolomide	DM	3	1	Q425088	Q1365309
DOID:1909	DB00290	melanoma	Bleomycin	DM	3	1	Q415571	Q180614
DOID:1909	DB00262	melanoma	Carmustine	DM	3	1	Q415869	Q180614
DOID:1909	DB00851	melanoma	Dacarbazine	DM	3	2	Q416975	Q180614
DOID:1909	DB00970	melanoma	Dactinomycin	DM	3	1	Q186127	Q180614
DOID:1909	DB01248	melanoma	Docetaxel	DM	3	2	Q420436	Q180614
DOID:1909	DB00853	melanoma	Temozolomide	DM	2	2	Q425088	Q180614
DOID:1909	DB08881	melanoma	Vemurafenib	DM	3	1	Q423111	Q180614
DOID:1909	DB01005	melanoma	Hydroxyurea	NOT	2	2	Q212272	Q180614
DOID:1909	DB01206	melanoma	Lomustine	NOT	3	1	Q415378	Q180614
DOID:1909	DB01042	melanoma	Melphalan	NOT	2	1	Q2298283	Q180614
DOID:1909	DB01168	melanoma	Procarbazine	NOT	3	1	Q418656	Q180614
DOID:3565	DB00987	meningioma	Cytarabine	NOT	3	1	Q180983	Q369157
